lon,lat,cap,kind,name,roof_m2,n_buildings,site_m2
77.11411188067406,28.634796824705,410,school,laal kila school ground,1436.6440548919713,3,7900
77.11291911557234,28.636068701503287,910,school,Government school GIrls,3184.353242153183,3,4993
77.1128913,28.638619199999997,165,school,,579.1229456698109,4,3926
77.11421185024672,28.63984979906605,1133,school,Cambridge Foundation School,3966.3862930993073,8,7854
77.10169033856026,28.64233177058933,1497,school,,5239.7573718225485,2,8368
77.10916000232785,28.646123832504728,1716,school,Kendriya Vidyalaya,6005.39167224427,11,14381
77.10867667470474,28.649676831892084,1827,school,,6393.3062112420885,13,33068
77.12305399081173,28.655395984832417,411,college,Shivaji College,1437.7231185756202,4,32799
77.12055362106751,28.655410018234,1396,college,,4886.035256064816,3,2932
77.10449042508075,28.656796358850755,1358,school,,4751.426485411756,10,21896
77.10172822436523,28.657878425907043,266,school,,929.8329490406954,1,6729
77.10364524575802,28.66655959449508,3536,school,,12377.171211363047,23,42645
77.10865797877439,28.666858738578018,1406,school,,4922.262982140353,12,33280
77.11364684085684,28.66837854996185,2445,school,,8555.752755267042,20,33122
77.10645581699228,28.67214544600503,728,school,St. Froebel School,2549.02819805701,4,6530
77.10237029962114,28.67364945613556,2065,school,Indraprasta School,7226.463416819555,15,29534
77.10679321336161,28.674061992056693,603,school,St. Mathews Public School,2111.699982176857,6,6971
77.10556622733392,28.675489970775512,852,school,Shri Mahavir Vishwa Vidyapeeth,2980.3778111108427,9,30884
77.10245705,28.675807599999995,578,school,,2024.745532449392,6,5556
77.1002391869896,28.6776569869441,489,school,,1712.1734496595832,2,5758
77.11985253104672,28.6882133993506,4051,college,Keshav Mahavidyalaya,14178.743492911028,12,43751
77.12125261982271,28.68955577032596,1149,school,,4020.429091748853,2,15546
77.1070367600477,28.69090181992062,1077,school,Bal Bharati Public School,3769.352046056075,8,33451
77.10850452596468,28.692424475607964,1128,school,,3948.6582599431285,3,14391
77.10824575180126,28.693541283048834,864,school,,3025.602732354149,2,14212
77.1158769,28.69528095,921,school,,3223.9017478548117,2,4135
77.10941018930453,28.69674979114519,1524,university,National Forensic Sciences University Delhi Campus,5334.471527445105,12,21642
77.1063410604809,28.699250164554346,755,school,,2641.3382405286357,2,6044
77.10931583602662,28.699665871259793,618,school,Delhi International School,2163.456478327117,1,6109
77.10027307087698,28.699192107245093,457,school,,1598.165396933575,6,14657
77.10534225,28.702706950000003,1179,school,,4126.580244159645,5,14246
77.10590344404628,28.703333112309743,963,school,,3371.4038836550326,8,13385
77.10664088632636,28.70415866810207,953,school,,3335.573219619694,11,23394
77.10282931573988,28.704099642937038,224,school,Kendriya Vidyalaya,784.5446027387661,1,693
77.1187203,28.70562665,113,school,DAV Public School,393.81326516938054,2,14132
77.11331662053263,28.70665895932274,388,school,,1358.386837767884,4,4399
77.11195558219607,28.71032108579976,1538,school,,5383.261048290937,10,21308
77.11879410447321,28.711489437274473,779,school,Gittaratan Jindal School,2726.0855140776703,2,6724
77.10748490000002,28.712693299999998,362,school,,1267.6723719747172,7,7646
77.10378085331755,28.71369687719557,1244,school,,4355.257239452652,19,30125
77.10935272622676,28.714786113387817,478,school,Mount Abu Public School,1672.1817042806201,4,7287
77.10255030657855,28.714753484162024,460,school,,1610.2597307065319,1,8186
77.10863559972704,28.71886975562756,489,college,JIMS,1711.67634275831,4,4394
77.11500916647253,28.73048139589718,715,school,,2502.8358189627806,5,4696
77.11213254464262,28.731409322112288,220,school,Government School,771.3973087392438,1,843
77.11219042656874,28.73167340980318,200,school,Government School,698.8536742137528,1,452
77.11168601600448,28.732847449032192,1369,school,,4793.04116542194,2,16969
77.10919665932876,28.734486042730747,490,school,Ryan International School,1716.6710299830843,4,5284
77.11079713001982,28.73520610181346,94,school,,328.7846307560127,1,354
77.11051576494964,28.735586267330767,442,school,,1546.8365257487026,2,5347
